# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "../../../../local_scratch/ClINT/RawData/ref_genome.gff" "-o" ".//vartable_output/FO13679x01/fc_output.txt" "-t" "gene" "-g" "locus_tag" "../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam" "../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam" "../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam" "-T" "10" 
Geneid	Chr	Start	End	Strand	Length	../../test_dir/bams/20096b089_dedup_snc_trimmed_Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam	../../test_dir/bams/20096b001_dedup_snc_trimmed_Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam	../../test_dir/bams/20096b044_dedup_snc_trimmed_Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam
ACCFDFCE_00835	1	870572	871951	-	1380	331	286	1077
ACCFDFCE_00836	1	871941	873146	-	1206	144	180	709
ACCFDFCE_00837	1	873497	874828	+	1332	16962	17770	24180
ACCFDFCE_00838	1	875153	875728	+	576	637	710	790
ACCFDFCE_00839	1	875733	876257	+	525	639	807	811
ACCFDFCE_00840	1	876273	876848	+	576	742	876	1063
ACCFDFCE_00841	1	877008	880484	+	3477	5491	7304	8943
ACCFDFCE_00842	1	880485	884138	+	3654	7504	9974	13189
ACCFDFCE_00843	1	884304	885206	+	903	13738	15360	19309
ACCFDFCE_00844	1	885535	885924	+	390	331	330	270
ACCFDFCE_00845	1	886095	887411	-	1317	5401	4346	7100
ACCFDFCE_00846	1	887463	888287	-	825	1241	1124	1702
ACCFDFCE_00847	1	888401	888709	+	309	3308	2708	3834
ACCFDFCE_00848	1	889256	891070	+	1815	417	232	529
ACCFDFCE_00849	1	891273	893882	+	2610	1420	2279	2128
ACCFDFCE_00850	1	893941	894810	-	870	60	43	119
ACCFDFCE_00851	1	894920	896065	+	1146	8	12	20
ACCFDFCE_00852	1	896049	896690	+	642	21	25	27
ACCFDFCE_00853	1	896683	897801	+	1119	49	50	49
ACCFDFCE_00854	1	897785	898300	+	516	44	64	56
ACCFDFCE_00855	1	898611	899045	+	435	6509	1195	5934
ACCFDFCE_00856	1	899302	899487	-	186	398	518	440
ACCFDFCE_00857	1	899782	900723	+	942	898	398	1395
ACCFDFCE_00858	1	900735	901979	+	1245	2679	2281	4762
ACCFDFCE_00859	1	902034	902405	-	372	116	107	55
ACCFDFCE_00860	1	902648	903574	+	927	1681	3114	1016
ACCFDFCE_00861	1	903574	904644	+	1071	3658	5292	1758
ACCFDFCE_00862	1	904661	905743	+	1083	3998	5337	1954
ACCFDFCE_00863	1	905733	906674	+	942	4027	5254	2010
ACCFDFCE_00864	1	906693	908348	+	1656	8335	10978	3884
ACCFDFCE_00865	1	908560	910275	+	1716	38	89	35
ACCFDFCE_00866	1	910326	911312	+	987	16	19	12
ACCFDFCE_00867	1	911315	912295	+	981	38	43	25
ACCFDFCE_00868	1	912288	913250	+	963	133	129	76
ACCFDFCE_00869	1	913262	914143	+	882	118	232	79
ACCFDFCE_00870	1	914185	915174	-	990	2625	4137	3463
ACCFDFCE_00871	1	915469	915864	+	396	43115	62457	31171
ACCFDFCE_00872	1	916235	916954	+	720	5173	4323	9522
ACCFDFCE_00873	1	917075	918061	+	987	32	35	61
ACCFDFCE_00874	1	918109	919917	+	1809	16629	14611	22075
ACCFDFCE_00875	1	920080	920198	+	119	47	42	75
ACCFDFCE_00876	1	920377	921183	-	807	3344	2982	6697
ACCFDFCE_00877	1	921206	921571	-	366	1575	1350	2467
ACCFDFCE_00878	1	921675	922268	-	594	518	578	721
ACCFDFCE_00879	1	922454	922801	+	348	330	427	598
ACCFDFCE_00880	1	922818	923453	+	636	1075	1062	1562
ACCFDFCE_00881	1	923470	924279	+	810	1914	2021	2823
ACCFDFCE_00882	1	924276	925130	+	855	755	875	1325
ACCFDFCE_00883	1	925151	926536	+	1386	1229	1604	1950
ACCFDFCE_00884	1	926546	928390	+	1845	1774	2377	3087
ACCFDFCE_00885	1	928668	929438	+	771	4633	6240	6769
ACCFDFCE_00886	1	929633	930718	-	1086	2868	4176	3268
ACCFDFCE_00887	1	931060	932628	+	1569	515	544	627
ACCFDFCE_00888	1	932770	933528	+	759	287	343	308
ACCFDFCE_00889	1	933722	934231	+	510	19836	19781	8937
ACCFDFCE_00890	1	934344	935534	-	1191	1310	1062	1641
ACCFDFCE_00891	1	935512	936687	-	1176	2103	1929	2863
ACCFDFCE_00892	1	937120	938601	+	1482	1244	1395	1994
ACCFDFCE_00893	1	938594	938845	+	252	115	107	139
ACCFDFCE_00894	1	938845	940407	+	1563	1711	1792	2395
ACCFDFCE_00895	1	940527	940633	+	107	104	146	167
ACCFDFCE_00896	1	940709	941512	+	804	546	435	560
ACCFDFCE_00897	1	941746	944055	+	2310	1196	1284	1213
ACCFDFCE_00898	1	944072	945430	+	1359	1546	1888	1928
ACCFDFCE_00899	1	945566	947080	+	1515	968	1196	1282
ACCFDFCE_00900	1	947259	947349	-	91	0	0	0
ACCFDFCE_00901	1	947351	947425	-	75	10	4	2
ACCFDFCE_00902	1	947567	948136	-	570	1741	470	174
ACCFDFCE_00903	1	948346	948564	+	219	8647	8089	7219
ACCFDFCE_00904	1	948645	949631	-	987	945	871	2855
ACCFDFCE_00905	1	949830	950006	+	177	172	119	186
ACCFDFCE_00906	1	950021	950623	+	603	685	716	973
ACCFDFCE_00907	1	950785	950967	+	183	179	395	164
ACCFDFCE_00908	1	951967	953931	+	1965	35	76	59
ACCFDFCE_00909	1	953934	954254	+	321	10	9	10
ACCFDFCE_00910	1	954251	954892	+	642	16	21	13
ACCFDFCE_00911	1	954980	955225	-	246	1	45	3
ACCFDFCE_00912	1	955549	955836	+	288	274	278	345
ACCFDFCE_00913	1	955842	957323	+	1482	4310	6755	6945
ACCFDFCE_00914	1	957412	957768	-	357	238	138	71
ACCFDFCE_00915	1	958256	959215	+	960	1539	2064	311
ACCFDFCE_00916	1	959261	959377	-	117	78	155	214
ACCFDFCE_00917	1	959456	959671	-	216	56	101	98
ACCFDFCE_00918	1	959836	960387	+	552	560	660	1268
ACCFDFCE_00919	1	960438	961376	-	939	1079	1031	1843
ACCFDFCE_00920	1	961558	962919	+	1362	866	1089	2846
ACCFDFCE_00921	1	962906	964579	+	1674	2470	2839	6329
ACCFDFCE_00922	1	964566	965369	+	804	1115	1361	2962
ACCFDFCE_00923	1	965362	966183	+	822	4125	5409	6151
ACCFDFCE_00924	1	966422	966751	-	330	26755	4367	16841
ACCFDFCE_00925	1	966789	967970	-	1182	57635	10465	38494
ACCFDFCE_00926	1	968052	969062	-	1011	42485	7538	29558
ACCFDFCE_00927	1	969590	970744	-	1155	2769	2619	1953
ACCFDFCE_00928	1	970940	971950	-	1011	257	151	240
ACCFDFCE_00929	1	972103	972522	+	420	982	7818	550
ACCFDFCE_00930	1	972729	976499	-	3771	26514	18494	33638
ACCFDFCE_00931	1	976727	977161	-	435	154	159	201
ACCFDFCE_00932	1	977316	977786	-	471	1009	702	1356
ACCFDFCE_00933	1	977834	979051	-	1218	1943	1398	2567
ACCFDFCE_00934	1	979502	980695	+	1194	383	380	496
ACCFDFCE_00935	1	981232	981522	-	291	5587	8865	18223
ACCFDFCE_00936	1	981519	982124	-	606	16969	25500	51585
ACCFDFCE_00937	1	982114	984102	-	1989	69222	98474	199758
ACCFDFCE_00938	1	984102	985202	-	1101	45170	63001	128795
ACCFDFCE_00939	1	985774	986091	-	318	3752	4943	4342
ACCFDFCE_00940	1	986716	986884	+	169	5775	5970	3196
ACCFDFCE_00941	1	986897	987757	-	861	25358	25908	14768
ACCFDFCE_00942	1	987958	988440	+	483	163	232	140
ACCFDFCE_00943	1	988427	989551	+	1125	724	791	590
ACCFDFCE_00944	1	989555	990259	+	705	281	271	199
ACCFDFCE_00945	1	990259	990522	+	264	159	193	124
ACCFDFCE_00946	1	990524	991195	+	672	601	648	421
ACCFDFCE_00947	1	991188	993377	+	2190	1466	1672	947
ACCFDFCE_00948	1	993356	994840	+	1485	953	1103	729
ACCFDFCE_00949	1	994833	995861	+	1029	691	729	491
ACCFDFCE_00950	1	995864	996430	+	567	354	362	263
ACCFDFCE_00951	1	996445	997923	+	1479	1253	1435	1032
ACCFDFCE_00952	1	997945	999192	+	1248	711	923	621
ACCFDFCE_00953	1	999457	1000263	-	807	706	2105	852
ACCFDFCE_00954	1	1000256	1001656	-	1401	2296	6252	2263
ACCFDFCE_00955	1	1001671	1002246	-	576	1053	2696	998
ACCFDFCE_00956	1	1002323	1002423	-	101	10	23	6
ACCFDFCE_00957	1	1002830	1002964	-	135	8	12	22
ACCFDFCE_00958	1	1003116	1004411	+	1296	1853	2370	1803
ACCFDFCE_00959	1	1003869	1003996	-	128	0	0	0
ACCFDFCE_00960	1	1004836	1006008	+	1173	1296	2067	1747
ACCFDFCE_00961	1	1006062	1006604	+	543	482	929	692
ACCFDFCE_00962	1	1006758	1007024	+	267	3354	8365	8841
ACCFDFCE_00963	1	1007027	1008745	+	1719	24941	62093	62807
ACCFDFCE_00964	1	1008982	1009215	-	234	52	63	59
ACCFDFCE_00965	1	1009413	1010774	+	1362	42	52	59
ACCFDFCE_00966	1	1010771	1011790	+	1020	28	32	41
ACCFDFCE_00967	1	1011923	1012585	+	663	516	790	599
ACCFDFCE_00968	1	1012579	1012843	+	265	425	686	478
ACCFDFCE_00969	1	1012934	1014631	-	1698	11930	12981	13654
ACCFDFCE_00970	1	1014631	1014849	-	219	1902	1943	2360
ACCFDFCE_00971	1	1015330	1015881	-	552	322	349	590
ACCFDFCE_00972	1	1016246	1016872	+	627	711	780	1136
ACCFDFCE_00973	1	1017043	1018155	+	1113	17288	59802	31628
ACCFDFCE_00974	1	1018159	1019136	+	978	16172	51723	28787
ACCFDFCE_00975	1	1019227	1020519	+	1293	24354	70248	41579
ACCFDFCE_00976	1	1020523	1021929	+	1407	19531	60045	35874
ACCFDFCE_00977	1	1022097	1022372	+	276	303	398	363
ACCFDFCE_00978	1	1022516	1023055	+	540	102	64	69
ACCFDFCE_00979	1	1023068	1024162	+	1095	183	121	134
ACCFDFCE_00980	1	1024155	1024952	+	798	87	69	75
ACCFDFCE_00981	1	1024958	1025767	+	810	113	67	116
ACCFDFCE_00982	1	1025767	1026840	+	1074	153	115	182
ACCFDFCE_00983	1	1026914	1027933	+	1020	5974	3546	6982
ACCFDFCE_00984	1	1028216	1028635	+	420	1023	1090	1439
ACCFDFCE_00985	1	1028717	1029139	-	423	987	869	1282
ACCFDFCE_00986	1	1029212	1030069	-	858	1350	1329	2046
ACCFDFCE_00987	1	1030253	1030867	-	615	2184	2456	5340
ACCFDFCE_00988	1	1031024	1031851	+	828	4741	5891	6417
ACCFDFCE_00989	1	1032005	1032196	-	192	749	1148	609
ACCFDFCE_00990	1	1032298	1034145	+	1848	1923	2403	1806
ACCFDFCE_00991	1	1034454	1034936	-	483	1295	2227	1424
ACCFDFCE_00992	1	1035077	1035352	+	276	2250	4128	1783
ACCFDFCE_00993	1	1035666	1036892	+	1227	1020	1010	879
ACCFDFCE_00994	1	1037446	1040898	+	3453	9093	7848	8286
ACCFDFCE_00995	1	1041038	1042108	-	1071	691	562	763
ACCFDFCE_00996	1	1042389	1043300	+	912	2498	2277	2009
ACCFDFCE_00997	1	1043325	1043786	+	462	1214	1115	1037
ACCFDFCE_00998	1	1044113	1045150	+	1038	2794	3572	4250
ACCFDFCE_00999	1	1045166	1045600	+	435	938	1042	1315
ACCFDFCE_01000	1	1045663	1046589	-	927	775	519	766
ACCFDFCE_01001	1	1046828	1047082	+	255	94	124	128
ACCFDFCE_01002	1	1047085	1047474	-	390	232	229	283
ACCFDFCE_01003	1	1047544	1048086	+	543	437	560	592
ACCFDFCE_01004	1	1048088	1048570	+	483	387	526	461
ACCFDFCE_01005	1	1048632	1049771	-	1140	348	386	439
ACCFDFCE_01006	1	1049898	1050455	+	558	1664	1568	2802
ACCFDFCE_01007	1	1050535	1050708	+	174	1090	1323	1955
ACCFDFCE_01008	1	1050862	1052799	-	1938	40	220	42
ACCFDFCE_01009	1	1053003	1054055	-	1053	4102	7410	4745
ACCFDFCE_01010	1	1054264	1054947	+	684	247	681	450
ACCFDFCE_01011	1	1054947	1056023	+	1077	357	930	537
ACCFDFCE_01012	1	1056020	1056898	+	879	364	801	464
ACCFDFCE_01013	1	1056908	1057687	+	780	302	545	304
ACCFDFCE_01014	1	1057937	1058671	+	735	273	456	296
ACCFDFCE_01015	1	1058690	1059013	+	324	135	279	177
ACCFDFCE_01016	1	1059397	1060137	+	741	544	838	644
ACCFDFCE_01017	1	1060518	1061576	+	1059	1047	1607	1514
ACCFDFCE_01018	1	1061576	1063978	+	2403	4346	6070	5409
ACCFDFCE_01019	1	1064149	1065087	-	939	194	151	188
ACCFDFCE_01020	1	1065457	1065717	+	261	281	417	283
ACCFDFCE_01021	1	1065725	1066246	+	522	241	351	272
ACCFDFCE_01022	1	1066319	1068031	+	1713	632	594	908
ACCFDFCE_01023	1	1068041	1070389	+	2349	1293	1203	2020
ACCFDFCE_01024	1	1070562	1070876	+	315	6225	8035	12848
ACCFDFCE_01025	1	1071200	1072981	+	1782	1230	1413	2930
ACCFDFCE_01026	1	1073305	1073919	+	615	11716	17978	10484
ACCFDFCE_01027	1	1073971	1075737	+	1767	66059	94267	45779
ACCFDFCE_01028	1	1075737	1076552	+	816	30447	44435	20256
ACCFDFCE_01029	1	1076788	1077588	+	801	6935	8413	6865
ACCFDFCE_01030	1	1077600	1078187	+	588	3365	4171	4126
ACCFDFCE_01031	1	1078180	1078683	+	504	3605	4240	4821
ACCFDFCE_01032	1	1079172	1079501	+	330	375	642	224
ACCFDFCE_01033	1	1079870	1080271	-	402	695	1049	354
ACCFDFCE_01034	1	1080943	1081449	+	507	492	707	603
ACCFDFCE_01035	1	1081708	1082205	+	498	561	138	65
ACCFDFCE_01036	1	1082359	1082709	+	351	526	136	75
ACCFDFCE_01037	1	1082937	1083161	-	225	123	157	156
ACCFDFCE_01038	1	1083221	1083414	-	194	113	195	167
ACCFDFCE_01039	1	1083531	1083716	-	186	222	286	196
ACCFDFCE_01040	1	1084338	1084571	-	234	912	1204	1059
ACCFDFCE_01041	1	1085048	1086007	-	960	14303	4368	4694
ACCFDFCE_01042	1	1086680	1086826	+	147	1	1	1
ACCFDFCE_01043	1	1086810	1087007	+	198	246	866	268
ACCFDFCE_01044	1	1087075	1087346	-	272	85	163	152
ACCFDFCE_01045	1	1087451	1088167	-	717	70	102	40
ACCFDFCE_01046	1	1088275	1089000	-	726	22	34	16
ACCFDFCE_01047	1	1089095	1089820	-	726	20	40	15
ACCFDFCE_01048	1	1090258	1091259	+	1002	221	259	911
ACCFDFCE_01049	1	1091279	1092214	+	936	306	417	1200
ACCFDFCE_01050	1	1092386	1093942	+	1557	229	322	711
ACCFDFCE_01051	1	1094250	1094477	+	228	1449	2395	1690
ACCFDFCE_01052	1	1094782	1095729	-	948	1261	2121	2332
ACCFDFCE_01053	1	1095978	1096166	+	189	287	466	599
ACCFDFCE_01054	1	1096640	1096715	-	76	3	1	2
ACCFDFCE_01055	1	1097078	1097212	+	135	2152	1026	379
ACCFDFCE_01056	1	1097269	1097403	+	135	977	406	162
ACCFDFCE_01057	1	1097536	1098222	+	687	910	1428	1371
ACCFDFCE_01058	1	1098331	1098771	-	441	11701	9920	4139
ACCFDFCE_01059	1	1098966	1099193	+	228	83	106	158
ACCFDFCE_01060	1	1099226	1100587	+	1362	577	792	1647
ACCFDFCE_01061	1	1100731	1101162	+	432	10477	11249	7306
ACCFDFCE_01062	1	1101178	1102113	+	936	20131	17857	12406
ACCFDFCE_01063	1	1102127	1102528	+	402	5636	5452	4445
ACCFDFCE_01064	1	1102509	1104743	+	2235	6915	8310	5940
ACCFDFCE_01065	1	1105035	1106000	+	966	889	1451	1272
ACCFDFCE_01066	1	1106002	1107351	+	1350	3465	3885	3749
ACCFDFCE_01067	1	1107367	1108686	+	1320	5353	5431	6048
ACCFDFCE_01068	1	1108792	1110204	+	1413	18131	15040	17164
ACCFDFCE_01069	1	1110237	1111409	+	1173	23122	22283	25262
ACCFDFCE_01070	1	1111669	1112460	+	792	3050	3591	5730
ACCFDFCE_01071	1	1112484	1113152	+	669	4086	4361	6801
ACCFDFCE_01072	1	1113149	1113712	+	564	4513	4638	7015
ACCFDFCE_01073	1	1113724	1114014	+	291	1177	1434	2096
ACCFDFCE_01074	1	1114097	1114903	+	807	491	455	646
ACCFDFCE_01075	1	1114927	1115544	+	618	1585	1909	1978
ACCFDFCE_01076	1	1115765	1118518	+	2754	5446	8589	6755
ACCFDFCE_01077	1	1118808	1119605	+	798	294	362	572
ACCFDFCE_01078	1	1119666	1119860	-	195	41	49	93
ACCFDFCE_01079	1	1119872	1120104	+	233	13	23	19
ACCFDFCE_01080	1	1120429	1120920	+	492	191	201	164
ACCFDFCE_01081	1	1120920	1121837	+	918	628	886	807
ACCFDFCE_01082	1	1122237	1122764	+	528	542	817	572
ACCFDFCE_01083	1	1122982	1124289	+	1308	444	337	158
ACCFDFCE_01084	1	1124317	1125198	+	882	563	393	210
ACCFDFCE_01085	1	1125213	1126490	+	1278	934	542	291
ACCFDFCE_01086	1	1126492	1127592	+	1101	599	374	208
ACCFDFCE_01087	1	1127585	1130758	+	3174	1950	1388	944
ACCFDFCE_01088	1	1130868	1131560	+	693	350	268	194
ACCFDFCE_01089	1	1131560	1132171	+	612	156	129	86
ACCFDFCE_01090	1	1132201	1132413	+	213	258	146	119
ACCFDFCE_01091	1	1132850	1133251	+	402	1515	1416	1234
ACCFDFCE_01092	1	1133514	1135211	-	1698	985	915	1531
ACCFDFCE_01093	1	1135486	1136109	+	624	3559	4044	4076
ACCFDFCE_01094	1	1136109	1136327	+	219	1285	2007	2127
ACCFDFCE_01095	1	1136543	1137742	+	1200	1321	1868	2273
ACCFDFCE_01096	1	1137742	1140150	+	2409	3984	5553	6870
ACCFDFCE_01097	1	1140656	1141609	+	954	25402	15288	31724
ACCFDFCE_01098	1	1141772	1142050	-	279	753	904	931
ACCFDFCE_01099	1	1142274	1142762	+	489	157	224	196
ACCFDFCE_01100	1	1142755	1143690	+	936	772	971	730
ACCFDFCE_01101	1	1143687	1144994	+	1308	1334	1654	1375
ACCFDFCE_01102	1	1144997	1146091	+	1095	1613	2014	1657
ACCFDFCE_01103	1	1146098	1146841	+	744	783	865	755
ACCFDFCE_01104	1	1146838	1148832	+	1995	2098	2460	2511
ACCFDFCE_01105	1	1149060	1149935	+	876	1070	1412	1295
ACCFDFCE_01106	1	1149936	1150580	+	645	625	895	710
ACCFDFCE_01107	1	1150587	1151228	+	642	1124	1379	1264
ACCFDFCE_01108	1	1151609	1151797	-	189	40145	42990	29719
ACCFDFCE_01109	1	1152240	1152614	+	375	960	784	832
ACCFDFCE_01110	1	1152629	1154275	+	1647	3148	2813	3159
ACCFDFCE_01111	1	1154465	1156525	+	2061	2473	3518	5550
ACCFDFCE_01112	1	1156743	1157300	+	558	804	911	1389
ACCFDFCE_01113	1	1157305	1158291	+	987	1289	1554	2506
ACCFDFCE_01114	1	1158284	1159210	+	927	1398	1617	2424
ACCFDFCE_01115	1	1159203	1159937	+	735	1367	1730	2382
ACCFDFCE_01116	1	1160180	1160413	+	234	1743	1804	1433
ACCFDFCE_01117	1	1160529	1161260	+	732	283	320	474
ACCFDFCE_01118	1	1161407	1164973	+	3567	3258	3681	5617
ACCFDFCE_01119	1	1164973	1166223	+	1251	1322	1246	2039
ACCFDFCE_01120	1	1166210	1166542	+	333	289	276	360
ACCFDFCE_01121	1	1166568	1167935	+	1368	3526	2900	4558
ACCFDFCE_01122	1	1168370	1168645	+	276	326	506	759
ACCFDFCE_01123	1	1168833	1169336	+	504	195	311	242
ACCFDFCE_01124	1	1169336	1170073	+	738	392	552	470
ACCFDFCE_01125	1	1170114	1170156	+	43	24	26	24
ACCFDFCE_01126	1	1170176	1170526	+	351	974	859	915
ACCFDFCE_01127	1	1170770	1173376	-	2607	1602	1133	1717
ACCFDFCE_01128	1	1173777	1174661	+	885	544	809	792
ACCFDFCE_01129	1	1174645	1175412	+	768	669	753	761
ACCFDFCE_01130	1	1175521	1176687	+	1167	33597	25812	17848
ACCFDFCE_01131	1	1176709	1177617	+	909	62247	42598	29838
ACCFDFCE_01132	1	1177844	1178962	+	1119	363	7825	358
ACCFDFCE_01133	1	1178990	1180234	+	1245	309	6753	330
ACCFDFCE_01134	1	1180407	1181279	+	873	152	265	150
ACCFDFCE_01135	1	1181453	1183528	+	2076	1822	1975	2071
ACCFDFCE_01136	1	1183684	1184991	+	1308	1374	1361	1757
ACCFDFCE_01137	1	1185408	1186304	+	897	3405	2581	3113
ACCFDFCE_01138	1	1186301	1186846	+	546	1876	1374	1884
ACCFDFCE_01139	1	1186912	1188315	+	1404	7345	5626	7261
ACCFDFCE_01140	1	1188340	1189113	+	774	6239	4596	5780
ACCFDFCE_01141	1	1189455	1190222	+	768	2154	1986	2005
ACCFDFCE_01142	1	1190404	1191285	+	882	14009	16447	18615
ACCFDFCE_01143	1	1191422	1192144	+	723	5314	5896	7475
ACCFDFCE_01144	1	1192163	1192717	+	555	6715	7085	8567
ACCFDFCE_01145	1	1193090	1193860	+	771	1007	1242	865
ACCFDFCE_01146	1	1193867	1194649	+	783	600	784	592
ACCFDFCE_01147	1	1194886	1196172	+	1287	870	911	1296
ACCFDFCE_01148	1	1196192	1197895	+	1704	2345	2288	3225
ACCFDFCE_01149	1	1198153	1202469	+	4317	5697	6963	8136
ACCFDFCE_01150	1	1202759	1203226	+	468	1601	1386	2169
ACCFDFCE_01151	1	1203247	1204422	+	1176	3330	3504	4891
ACCFDFCE_01152	1	1204443	1204727	+	285	1195	1102	1427
ACCFDFCE_01153	1	1204724	1205041	+	318	1254	1059	1531
ACCFDFCE_01154	1	1205046	1207163	+	2118	10604	9611	13495
ACCFDFCE_01155	1	1207549	1207899	+	351	621	670	924
ACCFDFCE_01156	1	1208068	1208985	+	918	249	255	318
ACCFDFCE_01157	1	1209000	1209971	+	972	811	884	1260
ACCFDFCE_01158	1	1210086	1210355	+	270	3424	2855	3548
ACCFDFCE_01159	1	1210698	1210879	-	182	21	17	46
ACCFDFCE_01160	1	1210725	1212821	+	2097	11262	14185	12029
ACCFDFCE_01161	1	1213057	1214730	+	1674	7259	8763	9493
ACCFDFCE_01162	1	1214986	1217355	+	2370	3466	3160	4315
ACCFDFCE_01163	1	1217360	1218073	+	714	497	458	735
ACCFDFCE_01164	1	1218104	1219369	+	1266	792	587	1159
ACCFDFCE_01165	1	1219369	1220655	+	1287	1298	868	1425
ACCFDFCE_01166	1	1220655	1221359	+	705	831	574	1072
ACCFDFCE_01167	1	1221464	1222291	+	828	3494	3664	3487
ACCFDFCE_01168	1	1222310	1222702	+	393	1573	1916	1849
ACCFDFCE_01169	1	1222736	1223314	+	579	2442	3337	3007
ACCFDFCE_01170	1	1223541	1224692	+	1152	1201	1204	1566
ACCFDFCE_01171	1	1224857	1225900	+	1044	5096	6927	5948
ACCFDFCE_01172	1	1226254	1227813	+	1560	20807	20792	21731
ACCFDFCE_01173	1	1227826	1227916	+	91	1	3	4
ACCFDFCE_01174	1	1228110	1228325	-	216	719	299	540
ACCFDFCE_01175	1	1228499	1229296	+	798	441	593	457
ACCFDFCE_01176	1	1229436	1231196	+	1761	3549	2925	6952
ACCFDFCE_01177	1	1231197	1232063	+	867	2314	1728	3451
ACCFDFCE_01178	1	1232157	1232450	+	294	429	585	553
ACCFDFCE_01179	1	1232584	1234128	+	1545	2144	3121	2908
ACCFDFCE_01180	1	1234129	1234494	+	366	1071	1177	1267
ACCFDFCE_01181	1	1234521	1235012	+	492	586	844	813
ACCFDFCE_01182	1	1235315	1237933	+	2619	1983	1653	2674
ACCFDFCE_01183	1	1237946	1239955	+	2010	2178	1638	3069
ACCFDFCE_01184	1	1239970	1240503	+	534	421	402	656
ACCFDFCE_01185	1	1240968	1241786	+	819	2223	2453	3062
ACCFDFCE_01186	1	1241915	1243411	+	1497	1740	1399	1839
ACCFDFCE_01187	1	1243569	1245242	+	1674	4215	4230	2947
ACCFDFCE_01188	1	1245389	1246306	+	918	1331	2176	1661
ACCFDFCE_01189	1	1246324	1247259	+	936	1183	2615	1294
ACCFDFCE_01190	1	1247274	1247507	+	234	219	881	264
ACCFDFCE_01191	1	1247729	1248205	-	477	1187	1189	1320
ACCFDFCE_01192	1	1248317	1249555	+	1239	499	530	565
ACCFDFCE_01193	1	1249574	1250812	+	1239	460	519	631
ACCFDFCE_01194	1	1251055	1251423	+	369	1505	2048	1225
ACCFDFCE_01195	1	1251442	1252782	+	1341	11552	18845	11454
ACCFDFCE_01196	1	1254057	1254146	+	90	2	19	3
ACCFDFCE_01197	1	1254173	1254385	+	213	5	42	17
ACCFDFCE_01198	1	1254679	1254885	+	207	81	255	120
ACCFDFCE_01199	1	1256124	1256309	+	186	79	281	175
ACCFDFCE_01200	1	1256821	1256925	+	105	12	5	5
ACCFDFCE_01201	1	1257054	1257305	+	252	8	2	5
ACCFDFCE_01202	1	1257351	1257935	+	585	86	66	67
ACCFDFCE_01203	1	1258056	1258304	+	249	73	79	89
ACCFDFCE_01204	1	1258434	1258535	+	102	1	2	0
ACCFDFCE_01205	1	1258581	1258847	+	267	0	0	2
ACCFDFCE_01206	1	1258856	1258981	+	126	39	38	50
ACCFDFCE_01207	1	1259409	1259699	+	291	346	573	407
ACCFDFCE_01208	1	1259710	1259904	+	195	138	308	193
ACCFDFCE_01209	1	1259945	1260295	+	351	387	858	576
ACCFDFCE_01210	1	1260302	1260493	+	192	33	55	41
ACCFDFCE_01211	1	1261042	1262067	-	1026	300	1046	769
ACCFDFCE_01212	1	1262337	1262534	+	198	142	178	167
ACCFDFCE_01213	1	1262592	1264073	+	1482	6469	8536	9161
ACCFDFCE_01214	1	1264257	1265156	+	900	33964	54649	77014
ACCFDFCE_01215	1	1265125	1265856	+	732	24739	35045	49275
ACCFDFCE_01216	1	1265860	1266951	+	1092	31227	48371	71953
ACCFDFCE_01217	1	1266948	1267550	+	603	30820	42786	66864
ACCFDFCE_01218	1	1267663	1267851	-	189	454	458	438
ACCFDFCE_01219	1	1267990	1268523	+	534	1080	909	992
ACCFDFCE_01220	1	1268666	1269520	-	855	1773	2729	2720
ACCFDFCE_01221	1	1269842	1270426	+	585	685	732	651
ACCFDFCE_01222	1	1270480	1271862	-	1383	407	195	192
ACCFDFCE_01223	1	1272053	1273333	+	1281	1196	896	504
ACCFDFCE_01224	1	1273339	1274400	+	1062	858	738	380
ACCFDFCE_01225	1	1274402	1275316	+	915	686	629	355
ACCFDFCE_01226	1	1275374	1276177	+	804	1209	2149	1973
ACCFDFCE_01227	1	1276470	1276784	-	315	1475	1699	1487
ACCFDFCE_01228	1	1277002	1278456	-	1455	2390	3688	3462
ACCFDFCE_01229	1	1278660	1280177	+	1518	55405	58113	49513
ACCFDFCE_01230	1	1280268	1280417	+	150	9549	9422	7945
ACCFDFCE_01231	1	1280871	1281140	+	270	79	111	110
ACCFDFCE_01232	1	1281297	1282274	+	978	39	38	39
ACCFDFCE_01233	1	1282449	1283312	+	864	662	703	841
ACCFDFCE_01234	1	1283692	1284315	-	624	3051	5452	5825
ACCFDFCE_01235	1	1284455	1284691	+	237	25	37	28
ACCFDFCE_01236	1	1284827	1285066	+	240	170	217	258
ACCFDFCE_01237	1	1285187	1287175	+	1989	15016	16984	29415
ACCFDFCE_01238	1	1287408	1287695	+	288	993	1066	914
ACCFDFCE_01239	1	1287874	1288341	+	468	342	266	327
